,Unnamed: 0,id,organization_id,name,type,age,gender,size,url,city,state,zip code,country
496,507.0,70489332.0,NC1180,Binx,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/binx-70489332/nc/hickory/fur-babies-rescue-nc1180/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, St. Paul, MN, 55110, US
497,508.0,70489441.0,NJ181,Crosby,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/crosby-70489441/nj/montville/montville-animal-shelter-nj181/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, BURNABY, BC, V3J 1N3, CA
498,509.0,70489439.0,VA629,Ceasar,Dog,Adult,Male,Small,https://www.petfinder.com/dog/ceasar-70489439/va/fredericksburg/old-dominion-humane-society-va629/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Somerset, KY, 42502, US
499,510.0,70489440.0,IN427,noah,Dog,Adult,Male,Large,https://www.petfinder.com/dog/noah-70489440/in/marion/marion-animal-care-and-control-in427/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Jackson , NJ, 08527, US
500,511.0,70489438.0,ME160,JR ,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/jr-70489438/me/woolwich/rescue-charlies-friends-me160/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, MARION, IN, 46952, US
501,512.0,70489435.0,FL707,Tootsie,Cat,Young,Female,Medium,https://www.petfinder.com/cat/tootsie-70489435/fl/ocala/sheltering-hands-inc-fl707/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, LA GRANGE PARK, IL, 60526, US
503,514.0,70489434.0,SC594,Wayne,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/wayne-70489434/sc/greenville/licks-of-love-inc-sc594/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Appleton, WI, 54913, US
504,515.0,70489433.0,VA213,TC,Dog,Young,Male,Medium,https://www.petfinder.com/dog/tc-70489433/va/christiansburg/montgomery-county-animal-shelter-va213/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, BURNABY, BC, V3J 1N3, CA
506,517.0,70489429.0,IN427,milkshake,Dog,Young,Female,Medium,https://www.petfinder.com/dog/milkshake-70489429/in/marion/marion-animal-care-and-control-in427/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Galax, VA, 24333, US
507,518.0,70489428.0,ME03,Bailey,Cat,Young,Female,Medium,https://www.petfinder.com/cat/bailey-70489428/me/calais/paws-brave-hearts-me03/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Puyallup, WA, 98375, US
508,519.0,70489427.0,MI1108,Uri,Dog,Young,Male,Small,https://www.petfinder.com/dog/uri-70489427/mi/holly/simple-girl-doggie-haven-mi1108/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, St. Paul, MN, 55110, US
509,520.0,70489337.0,MD454,Cecilia-Stunningly Gorgeous!,Cat,Adult,Female,Large,https://www.petfinder.com/cat/cecilia-stunningly-gorgeous-70489337/md/laurel/laurel-cats-md454/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, MARION, IN, 46952, US
510,521.0,70489424.0,MI812,Max! ,Dog,Adult,Male,Large,https://www.petfinder.com/dog/max-70489424/mi/eastpointe/misfit-angels-dog-rescue-mi812/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, BURNABY, BC, V3J 1N3, CA
511,522.0,70489423.0,WI264,Boy 5,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/boy-5-70489423/wi/appleton/saving-paws-animal-rescue-wi264/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Appleton, WI, 54913, US
512,523.0,70488851.0,FL1810,Pepe ,Dog,Baby,Male,Large,https://www.petfinder.com/dog/pepe-70488851/fl/new-port-richey/dog-gone-home-fl1810/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, North Vancouver, BC, V7G 1B9, CA
513,524.0,70489422.0,IA14,Fantasy,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/fantasy-70489422/ia/des-moines/animal-rescue-league-of-iowa-inc-ia14/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Miami, FL, 33155, US
514,525.0,70489419.0,IA14,Lloyd,Dog,Baby,Male,Small,https://www.petfinder.com/dog/lloyd-70489419/ia/des-moines/animal-rescue-league-of-iowa-inc-ia14/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
515,526.0,70489420.0,IA14,Beth,Dog,Baby,Female,Small,https://www.petfinder.com/dog/beth-70489420/ia/des-moines/animal-rescue-league-of-iowa-inc-ia14/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
516,527.0,70489416.0,WI111,Miss Pearl,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/miss-pearl-70489416/wi/waukesha/humane-animal-welfare-society-of-waukesha-county-wi111/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
517,528.0,70489417.0,WI111,Petey,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/petey-70489417/wi/waukesha/humane-animal-welfare-society-of-waukesha-county-wi111/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
518,529.0,70489418.0,WI111,Beebee,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/beebee-70489418/wi/waukesha/humane-animal-welfare-society-of-waukesha-county-wi111/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
519,530.0,70489414.0,WI264,Boy 4,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/boy-4-70489414/wi/appleton/saving-paws-animal-rescue-wi264/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
520,531.0,70489413.0,NJ181,Walter,Dog,Adult,Male,Large,https://www.petfinder.com/dog/walter-70489413/nj/montville/montville-animal-shelter-nj181/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
521,532.0,70489412.0,ME03,Pickles,Cat,Young,Male,Extra Large,https://www.petfinder.com/cat/pickles-70489412/me/calais/paws-brave-hearts-me03/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
522,534.0,70489409.0,CA2903,Snow ,Dog,Adult,Female,Large,https://www.petfinder.com/dog/snow-70489409/ca/el-cajon/kanes-k9s-and-animal-rescue-ca2903/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
523,535.0,70489407.0,MS174,Bumble,Dog,Young,Male,Small,https://www.petfinder.com/dog/bumble-70489407/ms/ocean-springs/friends-of-jackson-county-animal-shelter-pets-ms174/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
524,536.0,70489406.0,WA714,Raffi,Dog,Young,Male,Medium,https://www.petfinder.com/dog/raffi-70489406/wa/olympia/a-dogs-new-life-ac-wa714/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
525,537.0,70489405.0,IN427,funko,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/funko-70489405/in/marion/marion-animal-care-and-control-in427/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
526,538.0,70489404.0,WI264,Boy 3,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/boy-3-70489404/wi/appleton/saving-paws-animal-rescue-wi264/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, East Saint Louis, IL, 62205, US
527,539.0,70489403.0,OK37,LUCAS 423182,Dog,Adult,Male,Large,https://www.petfinder.com/dog/lucas-423182-70489403/ok/oklahoma-city/oklahoma-city-animal-welfare-division-ok37/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Puyallup, WA, 98375, US
528,540.0,70489402.0,WI264,Boy 2,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/boy-2-70489402/wi/appleton/saving-paws-animal-rescue-wi264/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, New Port Richey, FL, 34654, US
529,541.0,70489401.0,BC296,Wasabi,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/wasabi-70489401/bc/burnaby/cat-therapy-and-rescue-society-bc296/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Flint, MI, 48504, US
530,542.0,70489393.0,CO91,Willy,Dog,Baby,Male,Small,https://www.petfinder.com/dog/willy-70489393/co/golden/foothills-animal-shelter-co91/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, BURNABY, BC, V3J 1N3, CA
531,543.0,70489392.0,BC296,Twinkie,Cat,Baby,Female,Medium,https://www.petfinder.com/cat/twinkie-70489392/bc/burnaby/cat-therapy-and-rescue-society-bc296/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Yakima, WA, 98901, US
532,544.0,70489386.0,WI264,Boy 1,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/boy-1-70489386/wi/appleton/saving-paws-animal-rescue-wi264/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Miami, FL, 33173, US
533,545.0,70489385.0,BC296,Todd,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/todd-70489385/bc/burnaby/cat-therapy-and-rescue-society-bc296/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Mead, CO, 80542, US
534,546.0,70489384.0,MN444,Oma,Dog,Young,Female,Large,https://www.petfinder.com/dog/oma-70489384/mn/st-paul/minnesota-basset-rescue-mn444/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, St. Paul, MN, 55110, US
535,547.0,70489383.0,BC296,Kona,Cat,Adult,Female,Medium,https://www.petfinder.com/cat/kona-70489383/bc/burnaby/cat-therapy-and-rescue-society-bc296/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Rochester, NY, 14612, US
537,549.0,70489381.0,KY188,Wednesday M,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/wednesday-m-70489381/ky/somerset/somerset-pulaski-county-humane-society-ky188/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Roseburg, OR, 97471, US
538,550.0,70489380.0,NJ833,Boss,Dog,Young,Male,Large,https://www.petfinder.com/dog/boss-70489380/nj/jackson/pitties-and-pals-rescue-nj833/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Miami, FL, 33122, US
539,551.0,70489379.0,IN427,chance,Dog,Adult,Male,Medium,https://www.petfinder.com/dog/chance-70489379/in/marion/marion-animal-care-and-control-in427/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Miami, FL, 33122, US
540,552.0,70489378.0,IL971,Jazmen,Dog,Senior,Female,Small,https://www.petfinder.com/dog/jazmen-70489378/il/la-grange-park/citizen-canine-senior-dog-rescue-il971/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Miami, FL, 33122, US
541,553.0,70489377.0,TX2269,Tuk Waller,Dog,Adult,Male,Extra Large,https://www.petfinder.com/dog/tuk-waller-70489377/tx/austin/three-little-pitties-rescue-tx2269/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Miami, FL, 33122, US
542,554.0,70489376.0,WI264,Girl 2,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/girl-2-70489376/wi/appleton/saving-paws-animal-rescue-wi264/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Miami, FL, 33122, US
543,555.0,70489375.0,BC296,Hobbes,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/hobbes-70489375/bc/burnaby/cat-therapy-and-rescue-society-bc296/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Miami, FL, 33122, US
544,556.0,70489373.0,BC296,Domino,Cat,Baby,Male,Medium,https://www.petfinder.com/cat/domino-70489373/bc/burnaby/cat-therapy-and-rescue-society-bc296/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Abilene, TX, 79602, US
546,558.0,70489372.0,VA797,Cheech,Dog,Young,Male,Medium,https://www.petfinder.com/dog/cheech-70489372/va/galax/galax-carroll-grayson-animal-shelter-va797/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Abilene, TX, 79602, US
547,559.0,70489370.0,WA728,Bo,Dog,Young,Male,Large,https://www.petfinder.com/dog/bo-70489370/wa/puyallup/casa-dog-wa728/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, None, Carneys Point, NJ, 08069
548,560.0,70489369.0,MN444,Mike,Dog,Adult,Male,Large,https://www.petfinder.com/dog/mike-70489369/mn/st-paul/minnesota-basset-rescue-mn444/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, MARION, IN, 46952, US
549,561.0,70489368.0,IN427,mr. jingles,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/mr-jingles-70489368/in/marion/marion-animal-care-and-control-in427/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Georgetown, TX, 78627, US
550,562.0,70489367.0,BC296,Bruno/Loki,Cat,Adult,Male,Medium,https://www.petfinder.com/cat/bruno-loki-70489367/bc/burnaby/cat-therapy-and-rescue-society-bc296/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, New Smyrna Beach, FL, 32168, US
551,563.0,70489366.0,WI264,Girl 1,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/girl-1-70489366/wi/appleton/saving-paws-animal-rescue-wi264/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Lagrange, IN, 46761, US
552,564.0,70489365.0,TX2483,Skittles,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/skittles-70489365/bc/north-vancouver/heart-of-the-underdog-tx2483/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Madisonville, TN, 37354, US
553,565.0,70489364.0,FL1729,Petunia,Cat,Baby,Female,Small,https://www.petfinder.com/cat/petunia-70489364/fl/miami/furever-saved-fl1729/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Madisonville, TN, 37354, US
554,566.0,70489351.0,MO286,Munich,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/munich-70489351/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Madisonville, TN, 37354, US
555,567.0,70489352.0,MO286,Halle,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/halle-70489352/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Madisonville, TN, 37354, US
556,568.0,70489353.0,MO286,Bremen,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/bremen-70489353/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Madisonville, TN, 37354, US
557,569.0,70489354.0,MO286,Dresden,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/dresden-70489354/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Madisonville, TN, 37354, US
558,570.0,70489355.0,MO286,Sidney-C,Cat,Young,Male,Medium,https://www.petfinder.com/cat/sidney-c-70489355/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Madisonville, TN, 37354, US
559,571.0,70489356.0,MO286,Frankfurt,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/frankfurt-70489356/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Madisonville, TN, 37354, US
560,572.0,70489357.0,MO286,Gwyneth,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/gwyneth-70489357/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Laurel, MD, 20725, US
561,573.0,70489358.0,MO286,Jena,Dog,Baby,Female,Medium,https://www.petfinder.com/dog/jena-70489358/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Webster, NY, 14580, US
562,574.0,70489359.0,MO286,Cologne,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/cologne-70489359/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Georgetown, TX, 78627, US
563,575.0,70489360.0,MO286,Heidelberg,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/heidelberg-70489360/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Columbiana, AL, 35051, US
564,576.0,70489361.0,MO286,Sweet Lady,Dog,Adult,Female,Medium,https://www.petfinder.com/dog/sweet-lady-70489361/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Columbiana, AL, 35051, US
565,577.0,70489362.0,MO286,Berlin,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/berlin-70489362/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Columbiana, AL, 35051, US
566,578.0,70489363.0,MO286,Hamburg,Dog,Baby,Male,Medium,https://www.petfinder.com/dog/hamburg-70489363/il/east-saint-louis/gateway-pet-guardians-mo286/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Columbiana, AL, 35051, US
567,579.0,70489350.0,WA728,Hurley,Dog,Baby,Male,Small,https://www.petfinder.com/dog/hurley-70489350/wa/puyallup/casa-dog-wa728/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Columbiana, AL, 35051, US
569,581.0,70488799.0,FL1810,Peanut Pie ,Dog,Baby,Female,Large,https://www.petfinder.com/dog/peanut-pie-70488799/fl/new-port-richey/dog-gone-home-fl1810/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Columbiana, AL, 35051, US
570,582.0,70489347.0,MI985,Spencer,Cat,Adult,Male,Medium,https://www.petfinder.com/cat/spencer-70489347/mi/flint/genesee-county-animal-control-mi985/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd, Columbiana, AL, 35051, US
